Degree,Major,Skills,Certifications,GPA,Internship_Experience,Number_of_Projects,Job_Role
B.Tech,Information Technology,"Machine Learning, Python, SQL, TensorFlow",None,8.68,1.0,3,Data Scientist
B.Sc,Information Technology,"Deep Learning, Git, JavaScript, Kubernetes, Python, SQL",Azure,6.94,0.0,2,Software Developer
M.Tech,Computer Science,"C++, Deep Learning, Kubernetes, Machine Learning, Python, TensorFlow",Azure,8.28,2.0,4,Data Scientist
B.Tech,Computer Science,"AWS, C++, Docker, Git, Kubernetes, Linux",AWS,7.97,1.0,1,Cloud Engineer
MCA,Computer Science,"Git, Python, SQL, TensorFlow",Google Cloud,6.97,3.0,4,Backend Developer
B.E,Computer Science,"AWS, Azure, Docker, Linux, Machine Learning, React",AWS,8.4,2.0,3,Cloud Engineer
B.Tech,Computer Science,"AWS, Azure, Java, Linux, Machine Learning",Azure,6.92,2.0,3,Cloud Engineer
B.Tech,Data Science,"C++, Deep Learning, Docker, Linux, Machine Learning, Python, TensorFlow",Azure,7.97,2.0,8,AI Engineer
M.Tech,Information Technology,"Deep Learning, Machine Learning, Python, TensorFlow",None,7.58,1.0,6,AI Engineer
M.Tech,Computer Science,"Kubernetes, Machine Learning, Python, SQL, TensorFlow",Azure,8.27,1.0,7,Data Scientist
B.Tech,Computer Science,"AWS, Azure, C++, Docker, Git, Kubernetes, Linux, Python",AWS,7.7,1.0,3,DevOps Engineer
M.Tech,Computer Science,"Deep Learning, Machine Learning, Python, React, SQL, TensorFlow",Google Cloud,7.35,1.0,6,AI Engineer
BCA,Computer Science,"Azure, Git, JavaScript, Kubernetes, Python, SQL",None,7.59,1.0,3,Software Developer
BCA,Information Technology,"Java, PHP, Python, SQL",AWS,,0.0,5,Software Developer
M.Tech,Information Technology,"AWS, Azure, Docker, Java, JavaScript, Kubernetes, Linux",Google Cloud,8.28,0.0,5,Cloud Engineer
BCA,Computer Science,"Git, Java, Node.js, SQL",None,7.85,1.0,2,Backend Developer
MCA,Data Science,"Java, Node.js, PHP, SQL, TensorFlow",None,5.35,0.0,3,Backend Developer
MCA,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, React",,9.32,2.0,3,Cloud Engineer
B.Tech,Computer Science,"Git, Java, MongoDB, Node.js, PHP, Python, SQL",Azure,8.5,2.0,3,Backend Developer
B.Sc,Information Technology,"AWS, C++, Deep Learning, Machine Learning, Python, TensorFlow",AWS,8.06,1.0,7,AI Engineer
B.Sc,Data Science,"AWS, Deep Learning, Git, Kubernetes, Machine Learning, Python, SQL, TensorFlow",AWS,8.09,3.0,2,Data Scientist
B.E,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux",AWS,7.71,1.0,3,DevOps Engineer
B.E,Computer Science,"AWS, Azure, C++, Kubernetes, Python",Azure,7.76,2.0,2,Cloud Engineer
BCA,Electronics,"C++, Git, Java, JavaScript, MongoDB, Python, TensorFlow",AWS,6.64,1.0,1,Software Developer
BCA,Computer Science,"C++, Java, JavaScript, Machine Learning, Python, SQL",None,8.91,2.0,2,Software Developer
BCA,Computer Science,"Docker, Git, Kubernetes, Linux",AWS,7.75,0.0,5,DevOps Engineer
MCA,Data Science,"Azure, Docker, Git, Kubernetes, Linux",Azure,8.88,2.0,3,DevOps Engineer
B.Sc,Information Technology,"Git, Java, Node.js, Python, SQL, TensorFlow",,8.36,2.0,4,Backend Developer
B.Tech,Computer Science,"AWS, Azure, Linux, MongoDB",Cisco,8.15,2.0,3,DevOps Engineer
B.Tech,Information Technology,"C++, Deep Learning, Machine Learning, PHP, Python, SQL, TensorFlow",Azure,9.32,1.0,7,AI Engineer
BCA,Data Science,"Git, JavaScript, Linux",None,7.0,1.0,1,Frontend Developer
B.Tech,Information Technology,"AWS, Docker, Kubernetes, Linux, Machine Learning",Cisco,6.94,0.0,3,Cloud Engineer
BCA,Computer Science,"Deep Learning, Java, Machine Learning, MongoDB, Node.js, Python, SQL",Google Cloud,8.39,1.0,3,Backend Developer
B.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",Cisco,7.35,1.0,7,AI Engineer
B.Tech,Information Technology,"Git, Java, JavaScript, Node.js, Python, SQL",None,6.28,2.0,3,Backend Developer
BCA,Data Science,"Azure, Docker, Git, Kubernetes, Linux, Machine Learning",Google Cloud,7.24,1.0,4,Cloud Engineer
M.Tech,Computer Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",None,,2.0,4,Data Scientist
B.Tech,Information Technology,"Deep Learning, Git, Java, SQL",None,8.04,3.0,2,Software Developer
BCA,Data Science,"AWS, Azure, Docker, Kubernetes, Linux, Node.js, PHP",,7.4,0.0,3,Cloud Engineer
MBA,Computer Science,"C++, Git, Java, Linux, Machine Learning, Python, SQL",Azure,7.79,3.0,3,Software Developer
M.Tech,Computer Science,"Deep Learning, Kubernetes, Machine Learning, Python, SQL",,8.93,2.0,2,Data Scientist
B.Tech,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, PHP, Python",AWS,8.83,,3,DevOps Engineer
B.Sc,Information Technology,"Deep Learning, Kubernetes, Machine Learning, Node.js, Python, SQL",Azure,8.78,2.0,4,Data Scientist
BCA,Electronics,"Git, Java, MongoDB, Node.js, SQL",Google Cloud,8.92,1.0,2,Backend Developer
M.Tech,Information Technology,"Deep Learning, Git, Machine Learning, Python, TensorFlow",Cisco,8.08,2.0,6,AI Engineer
B.Tech,Electronics,"AWS, Azure, Deep Learning, Docker, Kubernetes",PMP,8.68,2.0,3,Cloud Engineer
BCA,Computer Science,"Azure, C++, Java, Kubernetes, Python, SQL",AWS,8.45,1.0,5,Software Developer
M.Tech,Computer Science,"Git, Node.js, SQL",AWS,8.39,2.0,4,Backend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",Azure,7.06,2.0,3,Cloud Engineer
M.Tech,Information Technology,"AWS, Git, Kubernetes, Linux, Python",Cisco,8.27,,4,DevOps Engineer
MCA,Data Science,"JavaScript, Machine Learning, MongoDB, PHP, React",PMP,6.72,1.0,10,Frontend Developer
B.Tech,Information Technology,"AWS, Azure, Deep Learning, Docker, Git, Kubernetes, Linux",AWS,8.01,1.0,3,Cloud Engineer
BCA,Computer Science,"Git, JavaScript, Node.js, Python, React",None,6.85,2.0,3,Frontend Developer
M.Tech,Data Science,"C++, Git, Java, MongoDB, Node.js, SQL",Azure,7.84,3.0,2,Backend Developer
B.Tech,Data Science,"Docker, Git, Java, MongoDB, Node.js, SQL",,7.73,1.0,3,Backend Developer
B.Sc,Computer Science,"C++, Deep Learning, Git, Java, JavaScript, Python",None,7.77,3.0,3,Software Developer
M.Tech,Computer Science,"AWS, Azure, Deep Learning, Docker, Machine Learning, Python, SQL, TensorFlow",None,7.8,2.0,2,Data Scientist
M.Tech,Computer Science,"Azure, C++, Deep Learning, Machine Learning, Python, TensorFlow",None,7.18,3.0,4,AI Engineer
B.Tech,Computer Science,"AWS, Azure, Docker, Git, JavaScript, Linux, Node.js, Python",AWS,7.63,1.0,2,DevOps Engineer
BCA,Computer Science,"Azure, Git, Java, Kubernetes, Linux",AWS,7.63,1.0,3,DevOps Engineer
BCA,Computer Science,"AWS, Azure, Deep Learning, Kubernetes, Linux",AWS,6.56,1.0,2,Cloud Engineer
MCA,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, SQL",Azure,,2.0,3,DevOps Engineer
B.Tech,Information Technology,"Git, Java, MongoDB, SQL",,5.99,2.0,2,Software Developer
B.Tech,Information Technology,"Azure, Docker, Git, JavaScript, Kubernetes, Linux, Node.js, Python",Azure,8.28,2.0,4,DevOps Engineer
B.Sc,Data Science,"Git, Java, Node.js, Python, SQL, TensorFlow",None,8.48,3.0,3,Backend Developer
M.Tech,Computer Science,"Git, Java, Python",None,8.86,1.0,2,Software Developer
B.Tech,Data Science,"C++, Deep Learning, JavaScript, Machine Learning, Python, React, TensorFlow",AWS,8.04,2.0,7,AI Engineer
BCA,Data Science,"Docker, Git, JavaScript, Linux, Node.js, PHP, React",None,7.71,2.0,1,Frontend Developer
BCA,Information Technology,"Git, JavaScript, PHP, React",None,5.82,2.0,5,Frontend Developer
B.Tech,Information Technology,"C++, Deep Learning, Git, Java, JavaScript, Python, React, SQL",None,6.77,0.0,1,Software Developer
B.Sc,Computer Science,"C++, Git, Java, JavaScript, Linux, Python",Cisco,7.55,0.0,3,Software Developer
B.Tech,Data Science,"AWS, Docker, Git, Kubernetes, Linux, PHP",Azure,7.98,2.0,2,DevOps Engineer
B.Sc,Computer Science,"AWS, Machine Learning, Python, SQL, TensorFlow",Azure,7.79,3.0,2,Data Scientist
B.Tech,Computer Science,"AWS, Azure, Docker, Git, Node.js, Python",,8.11,2.0,3,DevOps Engineer
B.Sc,Computer Science,"JavaScript, Node.js, React, TensorFlow",None,6.93,1.0,3,Frontend Developer
MCA,Computer Science,"C++, Deep Learning, Kubernetes, React, TensorFlow",AWS,7.81,3.0,3,AI Engineer
BCA,Information Technology,"C++, Docker, Git, PHP, Python, SQL",Azure,7.46,1.0,1,Software Developer
BCA,Electronics,"Docker, Git, JavaScript, React",Google Cloud,8.44,1.0,3,Frontend Developer
B.Tech,Computer Science,"Git, Java, Python, SQL",None,9.43,3.0,3,Backend Developer
MCA,Information Technology,"Deep Learning, Git, Java, MongoDB, Python, SQL",None,7.55,1.0,2,Backend Developer
B.Sc,Computer Science,"JavaScript, Python, SQL",None,6.26,0.0,2,Software Developer
BCA,Computer Science,"Git, Java, Kubernetes, MongoDB, Node.js, Python, SQL",Azure,6.85,1.0,2,Backend Developer
B.Sc,Computer Science,"C++, Git, Java, Machine Learning, SQL, TensorFlow",Azure,7.76,1.0,2,Software Developer
MCA,Information Technology,"AWS, Azure, Deep Learning, Docker, JavaScript, Kubernetes, Linux",Cisco,7.45,0.0,2,Cloud Engineer
MCA,Information Technology,"Git, JavaScript, Node.js, PHP, React",Google Cloud,6.94,0.0,1,Frontend Developer
B.E,Information Technology,"Git, JavaScript, MongoDB, Node.js, Python, React",PMP,8.06,2.0,1,Frontend Developer
B.Tech,Data Science,"AWS, Azure, Git, JavaScript, Kubernetes, Linux, Python",None,8.13,1.0,3,DevOps Engineer
B.Tech,Electronics,"Azure, Docker, Git, Kubernetes, Linux, Python",,8.59,2.0,4,DevOps Engineer
MBA,Computer Science,"AWS, Azure, Docker, Git, JavaScript, Kubernetes, Linux",AWS,7.82,1.0,2,DevOps Engineer
B.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Machine Learning",None,7.57,3.0,1,DevOps Engineer
B.Tech,Computer Science,"Git, JavaScript, Node.js, React, SQL",None,6.62,3.0,4,Frontend Developer
B.Tech,Information Technology,"C++, Deep Learning, Machine Learning, Python, React, TensorFlow",None,9.45,3.0,4,AI Engineer
B.Sc,Information Technology,"C++, Git",Cisco,7.95,0.0,4,Software Developer
M.Tech,Computer Science,"AWS, Java, Machine Learning, Python, SQL, TensorFlow",Azure,7.18,,1,Data Scientist
B.Sc,Electronics,"Deep Learning, Machine Learning, SQL",AWS,7.54,1.0,5,Data Scientist
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",Azure,8.06,1.0,4,DevOps Engineer
B.Tech,Computer Science,"C++, Deep Learning, JavaScript, Machine Learning, Python, TensorFlow",Google Cloud,7.47,1.0,4,AI Engineer
BCA,Electronics,"Git, JavaScript, PHP, Python",None,8.18,3.0,6,Frontend Developer
B.Sc,Information Technology,"Azure, Deep Learning, Git, Java, Node.js, Python, SQL",Azure,7.33,1.0,3,Backend Developer
B.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux",Google Cloud,8.02,1.0,2,Cloud Engineer
M.Tech,Electronics,"C++, Deep Learning, JavaScript, Machine Learning, Python, TensorFlow",None,8.29,3.0,3,AI Engineer
B.Tech,Information Technology,"Node.js, React",AWS,6.1,3.0,5,Frontend Developer
B.Sc,Electronics,"C++, Deep Learning, Machine Learning, Python, SQL",None,8.16,2.0,4,Data Scientist
M.Tech,Computer Science,"AWS, C++, Deep Learning, Machine Learning, PHP, Python, TensorFlow",Google Cloud,7.29,2.0,4,AI Engineer
M.Tech,Information Technology,"Deep Learning, Kubernetes, Linux, Machine Learning, Python, SQL, TensorFlow",AWS,8.46,2.0,4,Data Scientist
MCA,Computer Science,"Azure, Git, MongoDB, Node.js, SQL",Google Cloud,6.64,0.0,2,Backend Developer
MCA,Information Technology,"Git, Java, MongoDB, Python, SQL",Google Cloud,7.06,2.0,1,Backend Developer
B.Sc,Computer Science,"AWS, Machine Learning, Node.js, Python, SQL, TensorFlow",AWS,8.45,1.0,3,Data Scientist
BCA,Information Technology,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.18,2.0,2,Data Scientist
B.Tech,Information Technology,"JavaScript, PHP, React",PMP,8.88,0.0,4,Frontend Developer
M.Tech,Computer Science,"Azure, Docker, Git, Kubernetes, Linux, Machine Learning, TensorFlow",Google Cloud,8.03,0.0,3,DevOps Engineer
B.Tech,Information Technology,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.44,2.0,4,Data Scientist
B.Tech,Computer Science,"AWS, Azure, Deep Learning, Docker, Kubernetes, MongoDB",AWS,7.15,2.0,1,Cloud Engineer
BCA,Computer Science,"AWS, Docker, Git, Kubernetes, Linux, Python",Azure,7.64,2.0,2,DevOps Engineer
B.Tech,Information Technology,"AWS, Azure, Kubernetes, Linux, React",AWS,8.01,1.0,4,Cloud Engineer
M.Tech,Data Science,"Azure, JavaScript, Kubernetes, Linux, TensorFlow",None,8.15,3.0,2,Cloud Engineer
M.Tech,Information Technology,"Java, Kubernetes, MongoDB, Python, SQL",Azure,8.67,1.0,2,Backend Developer
MCA,Information Technology,"AWS, Machine Learning, Python, React, TensorFlow",Azure,8.02,3.0,4,Data Scientist
MCA,Data Science,"Git, Linux, MongoDB, Python, TensorFlow",AWS,8.09,1.0,2,Backend Developer
B.Sc,Information Technology,"Git, Java, Linux, Node.js, Python, SQL",AWS,8.04,1.0,1,Backend Developer
B.Tech,Computer Science,"Git, JavaScript, React, SQL",None,8.71,1.0,2,Frontend Developer
BCA,Data Science,"Azure, Docker, Git, Java, Kubernetes, Linux, React",None,8.84,1.0,2,DevOps Engineer
MBA,Computer Science,"C++, Git, Java",AWS,8.53,0.0,5,Software Developer
MCA,Computer Science,"C++, Deep Learning, Machine Learning, PHP, Python, TensorFlow",Google Cloud,7.77,2.0,2,AI Engineer
B.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, SQL, TensorFlow",None,9.1,,3,Data Scientist
B.Tech,Computer Science,"C++, Git, Java, JavaScript, Python, SQL",None,6.59,1.0,3,Software Developer
B.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",PMP,7.64,2.0,2,DevOps Engineer
B.E,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",AWS,7.96,1.0,2,DevOps Engineer
B.Tech,Information Technology,"Git, JavaScript, Node.js, React",None,6.96,0.0,6,Frontend Developer
BCA,Computer Science,"C++, Git, JavaScript, Node.js, React",PMP,6.11,2.0,4,Frontend Developer
B.Tech,Electronics,"C++, JavaScript, Machine Learning, Python, SQL",None,7.0,1.0,3,Software Developer
B.Sc,Data Science,"Git, Java, JavaScript, Python, SQL",None,8.01,3.0,1,Software Developer
B.Tech,Information Technology,"AWS, Git, JavaScript, Linux, Node.js, React",None,8.04,0.0,2,Frontend Developer
M.Tech,Information Technology,"AWS, Azure, C++, Kubernetes, Linux, Python",AWS,8.37,0.0,1,Cloud Engineer
M.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux",Cisco,7.78,1.0,2,DevOps Engineer
B.Tech,Information Technology,"AWS, Docker, Git, Kubernetes, Linux",Google Cloud,9.0,0.0,2,DevOps Engineer
B.Sc,Computer Science,"Git, JavaScript, PHP, React",Cisco,7.25,1.0,5,Frontend Developer
BCA,Computer Science,"Git, JavaScript, MongoDB, PHP, Python, React",Azure,7.91,2.0,5,Frontend Developer
B.Tech,Computer Science,"AWS, Deep Learning, Kubernetes, Machine Learning, Python, SQL, TensorFlow",Azure,9.04,1.0,1,Data Scientist
M.Tech,Electronics,"C++, Git, Machine Learning, Python",None,8.56,2.0,7,AI Engineer
MCA,Computer Science,"AWS, Azure, Docker, Git, Java, Kubernetes, Linux, SQL",Azure,6.98,1.0,4,DevOps Engineer
M.Tech,Information Technology,"C++, Deep Learning, Machine Learning, Python",Azure,8.76,2.0,6,AI Engineer
MCA,Computer Science,"AWS, Docker, Linux",Google Cloud,8.36,1.0,2,Cloud Engineer
MCA,Computer Science,"AWS, C++, Deep Learning, Kubernetes, Python, TensorFlow",None,7.93,2.0,6,AI Engineer
M.Tech,Information Technology,"AWS, Git, Linux, SQL",Google Cloud,6.7,1.0,4,DevOps Engineer
B.Sc,Computer Science,"Git, JavaScript, Machine Learning, PHP, React",Azure,7.99,2.0,1,Frontend Developer
B.Tech,Computer Science,"Azure, Docker, Git, Kubernetes, Linux, Python",AWS,8.65,0.0,3,DevOps Engineer
MCA,Computer Science,"Git, JavaScript, Python, SQL",AWS,7.33,1.0,4,Software Developer
B.Tech,Computer Science,"Docker, JavaScript, Node.js, PHP, React, SQL",None,7.56,1.0,3,Frontend Developer
BCA,Computer Science,"C++, Git, Java, Kubernetes, Python, SQL",None,7.68,0.0,3,Software Developer
M.Tech,Information Technology,"Java, MongoDB, Node.js, SQL, TensorFlow",AWS,6.88,,3,Backend Developer
B.Sc,Computer Science,"C++, Git, JavaScript, PHP",PMP,6.65,2.0,3,Frontend Developer
B.Tech,Information Technology,"Git, Java, JavaScript, Kubernetes",Azure,7.59,2.0,4,Frontend Developer
MCA,Electronics,"AWS, Deep Learning, Java, Machine Learning, PHP, Python, SQL",None,8.59,2.0,1,Data Scientist
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, SQL",Google Cloud,8.72,1.0,1,DevOps Engineer
B.Tech,Computer Science,"AWS, Azure, Docker, Git, Linux, Python, SQL",AWS,7.37,1.0,3,DevOps Engineer
MCA,Data Science,"C++, Git, Java, JavaScript, PHP, SQL",None,6.46,0.0,1,Software Developer
B.Tech,Data Science,"AWS, Deep Learning, Linux, Machine Learning, Python, TensorFlow",PMP,8.57,1.0,10,AI Engineer
B.Tech,Computer Science,"C++, Deep Learning, Docker, Linux, Machine Learning, Python, TensorFlow",Google Cloud,7.37,1.0,3,AI Engineer
B.Tech,Computer Science,"C++, Git, JavaScript, PHP, Python, SQL",None,7.47,1.0,3,Software Developer
M.Tech,Electronics,"Azure, Git, Java, JavaScript, Python, SQL",AWS,7.05,1.0,5,Software Developer
BCA,Information Technology,"C++, Java, JavaScript, Python",Azure,6.87,2.0,2,Software Developer
B.Tech,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, Node.js",Google Cloud,8.63,,3,DevOps Engineer
M.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux",Google Cloud,7.58,2.0,1,DevOps Engineer
B.Sc,Computer Science,"C++, Java, SQL",None,9.54,1.0,2,Backend Developer
M.Tech,Computer Science,"Deep Learning, Machine Learning, MongoDB, PHP, Python, SQL, TensorFlow",None,8.91,1.0,8,Data Scientist
BCA,Data Science,"Azure, Git, Node.js, SQL",None,9.08,1.0,2,Backend Developer
B.Tech,Information Technology,"Deep Learning, Machine Learning, PHP, Python, SQL, TensorFlow",Google Cloud,8.41,3.0,6,Data Scientist
B.Tech,Information Technology,"AWS, Docker, Git, Kubernetes, Linux, MongoDB",Azure,8.32,1.0,2,DevOps Engineer
M.Tech,Electronics,"C++, Deep Learning, Machine Learning, Python, TensorFlow",None,7.98,3.0,4,AI Engineer
MCA,Computer Science,"Azure, Docker, Git, Kubernetes, Linux, Node.js",Azure,8.9,1.0,2,Cloud Engineer
BCA,Electronics,"AWS, Azure, Git, Java, JavaScript, Python",None,7.67,3.0,1,Software Developer
M.Tech,Computer Science,"C++, Linux, Machine Learning, MongoDB, Python, TensorFlow",AWS,7.45,2.0,5,AI Engineer
MBA,Information Technology,"Git, Java, Linux, MongoDB, Python, SQL",None,6.76,3.0,2,Backend Developer
B.Tech,Computer Science,"Machine Learning, Python, SQL, TensorFlow",Azure,9.4,1.0,2,Data Scientist
MCA,Electronics,"Git, JavaScript, Node.js",AWS,,2.0,2,Frontend Developer
M.Tech,Computer Science,"Azure, Docker, Git, Kubernetes, Linux",AWS,7.12,2.0,2,DevOps Engineer
B.Tech,Computer Science,"Azure, Git, Java, Python, SQL",AWS,8.3,1.0,3,Software Developer
B.Tech,Data Science,"C++, Java, SQL",AWS,7.6,3.0,1,Software Developer
B.Tech,Computer Science,"AWS, Azure, Kubernetes, Linux, PHP",AWS,7.74,1.0,1,Cloud Engineer
M.Tech,Electronics,"AWS, Docker, Machine Learning, Python, React, SQL, TensorFlow",Google Cloud,8.92,1.0,4,Data Scientist
B.Tech,Information Technology,"Deep Learning, JavaScript, Machine Learning, Python, React, SQL, TensorFlow",,7.78,3.0,5,Data Scientist
B.Tech,Data Science,"Git, Node.js, React",PMP,7.95,0.0,2,Frontend Developer
BCA,Information Technology,"AWS, Git, Java, JavaScript, Python, SQL",AWS,7.65,1.0,3,Software Developer
MCA,Electronics,"Git, Node.js, React",None,7.03,0.0,5,Frontend Developer
B.Tech,Information Technology,"Deep Learning, Machine Learning, Python, React, SQL, TensorFlow",AWS,8.28,3.0,2,Data Scientist
MCA,Computer Science,"Git, Java, MongoDB, Python, SQL",AWS,7.76,1.0,4,Backend Developer
B.Sc,Information Technology,"AWS, Deep Learning, Git, Machine Learning, Node.js, SQL, TensorFlow",Google Cloud,8.94,2.0,5,Data Scientist
M.Tech,Electronics,"AWS, Azure, Docker, Kubernetes, Linux",Azure,6.96,2.0,3,Cloud Engineer
B.Tech,Computer Science,"AWS, Azure, Deep Learning, Linux, Machine Learning, Python, SQL, TensorFlow",None,9.04,2.0,5,Data Scientist
B.Tech,Information Technology,"C++, Git, Java, Machine Learning, Python, SQL, TensorFlow",None,6.53,0.0,2,Software Developer
B.Tech,Computer Science,"AWS, Azure, C++, Docker, Linux, PHP",AWS,8.1,1.0,1,Cloud Engineer
BCA,Data Science,"C++, Git, Java, Machine Learning, Python",None,6.92,0.0,3,Software Developer
B.Tech,Information Technology,"C++, Deep Learning, Machine Learning, Python, TensorFlow",Azure,8.53,1.0,5,AI Engineer
B.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python, SQL",AWS,9.37,0.0,3,DevOps Engineer
M.Tech,Data Science,"Git, JavaScript, PHP, React",None,6.19,1.0,4,Frontend Developer
B.Sc,Information Technology,"AWS, Azure, C++, Docker, Kubernetes, Linux, Node.js",Cisco,7.67,1.0,1,Cloud Engineer
B.Tech,Computer Science,"C++, Git, Linux, PHP, Python",Azure,6.61,1.0,6,Software Developer
M.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, SQL",,7.98,2.0,3,Cloud Engineer
BCA,Computer Science,"Deep Learning, PHP, React",None,8.0,1.0,6,Frontend Developer
M.Tech,Electronics,"AWS, Azure, Docker, Git, Kubernetes, Linux",AWS,7.27,2.0,1,DevOps Engineer
MBA,Computer Science,"C++, Deep Learning, Machine Learning, Node.js, Python, React, TensorFlow",Azure,7.9,,6,AI Engineer
M.Tech,Electronics,"AWS, Azure, Java, Linux",AWS,7.48,2.0,4,Cloud Engineer
M.Tech,Information Technology,"AWS, Deep Learning, Docker, Kubernetes, Linux",Google Cloud,8.14,0.0,3,Cloud Engineer
MCA,Computer Science,"AWS, Deep Learning, Linux, Python, SQL, TensorFlow",AWS,6.87,2.0,6,Data Scientist
MBA,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, SQL, TensorFlow",Azure,7.2,0.0,2,Cloud Engineer
M.Tech,Data Science,"Git, Java, Machine Learning, MongoDB, Python",Cisco,8.59,1.0,1,Backend Developer
B.Tech,Computer Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",Azure,7.49,2.0,4,Data Scientist
BCA,Information Technology,"Git, Java, Python, SQL",None,8.46,2.0,2,Backend Developer
B.Tech,Information Technology,"AWS, Azure, Deep Learning, Docker, Git, Kubernetes, Linux, Machine Learning",Azure,8.36,2.0,3,DevOps Engineer
BCA,Computer Science,"Java, JavaScript, Node.js, PHP, React",None,8.95,1.0,1,Frontend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes",Azure,8.6,0.0,2,Cloud Engineer
M.Tech,Electronics,"AWS, Docker, Java, Kubernetes, Linux, PHP",,,2.0,2,Cloud Engineer
B.Tech,Information Technology,"Deep Learning, Python, TensorFlow",Google Cloud,8.18,1.0,5,AI Engineer
MCA,Information Technology,"AWS, Azure, Docker, Linux, Python",Cisco,,1.0,3,DevOps Engineer
MCA,Electronics,"Deep Learning, JavaScript, Machine Learning, PHP, Python, SQL",Azure,7.86,1.0,2,Data Scientist
M.Tech,Computer Science,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",Azure,7.27,2.0,7,Data Scientist
B.Tech,Computer Science,"Deep Learning, Git, Machine Learning, Python, SQL",None,6.31,1.0,3,Software Developer
B.Tech,Data Science,"AWS, Deep Learning, Machine Learning, Python, TensorFlow",None,9.0,3.0,7,AI Engineer
B.E,Computer Science,"Git, Java, MongoDB, Python",None,7.41,1.0,4,Software Developer
BCA,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python, React, SQL",None,8.35,0.0,2,DevOps Engineer
M.Tech,Data Science,"Machine Learning, PHP, Python, SQL",None,7.92,3.0,3,Data Scientist
B.Tech,Information Technology,"C++, Deep Learning, Docker, Machine Learning, Python, TensorFlow",None,8.68,2.0,6,AI Engineer
B.Tech,Computer Science,"Linux, Machine Learning, Python, TensorFlow",PMP,8.54,2.0,5,AI Engineer
MCA,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux",Google Cloud,7.83,0.0,3,DevOps Engineer
B.Tech,Data Science,"AWS, C++, Deep Learning, Machine Learning, Node.js, Python, TensorFlow",Google Cloud,8.21,2.0,2,AI Engineer
M.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes, Linux, React, TensorFlow",Google Cloud,7.55,1.0,1,Cloud Engineer
B.Tech,Data Science,"Git, Java, MongoDB, Python, SQL",Cisco,8.57,3.0,2,Backend Developer
BCA,Computer Science,"AWS, Azure, C++, Kubernetes, Linux, MongoDB",None,6.84,0.0,1,Cloud Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Java, Kubernetes, Linux, PHP",AWS,8.59,2.0,2,Cloud Engineer
B.Tech,Data Science,"Git, Kubernetes, Linux, Python",Cisco,7.5,2.0,3,DevOps Engineer
M.Tech,Information Technology,"Git, JavaScript, PHP, React, SQL",None,9.28,1.0,4,Frontend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Git, JavaScript, Linux, Python",Cisco,7.81,2.0,3,DevOps Engineer
MCA,Data Science,"AWS, Docker, JavaScript, Kubernetes, Linux, MongoDB",Cisco,8.47,0.0,2,Cloud Engineer
MCA,Data Science,"C++, Java, Machine Learning, SQL",Azure,7.94,0.0,2,Software Developer
M.Tech,Data Science,"Deep Learning, Docker, Machine Learning, Python, TensorFlow",AWS,7.99,1.0,7,AI Engineer
MCA,Information Technology,"AWS, Azure, Docker, Java, Kubernetes, Linux",AWS,7.96,2.0,4,DevOps Engineer
M.Tech,Data Science,"AWS, Docker, Java, Kubernetes, Linux, React",Google Cloud,7.48,2.0,3,Cloud Engineer
MCA,Information Technology,"AWS, Azure, Linux",AWS,8.15,0.0,3,Cloud Engineer
MCA,Data Science,"Docker, Git, Java, MongoDB, Node.js, SQL, TensorFlow",None,7.56,2.0,3,Backend Developer
